50734;TABACO ROAD CROSS NUEVO!!! VIRGINIA;Fracc. x5u $3900 c/u;19500;1;0;72;NULL;NULL;12/12/2025 04:31
50736;TABACO ROAD CROSS NUEVO!!! BRIGHT VIRGINIA;Fracc. x5u $3900 c/u;19500;1;0;75;NULL;NULL;12/12/2025 04:31
50738;TABACO FLANDRIA Sauvage;Fracc. x5u $5300 c/u;26500;1;0;78;NULL;NULL;12/12/2025 04:31
50740;TABACO FLANDRIA Eco;Fracc. x5u $5300 c/u;26500;1;0;81;NULL;NULL;12/12/2025 04:31
50742;TABACO FLANDRIA Gold;Fracc. x5u $5300 c/u;26500;1;0;84;NULL;NULL;12/12/2025 04:31
50744;TABACO FLANDRIA Vainilla;Fracc. x5u $5300 c/u;26500;1;0;87;NULL;NULL;12/12/2025 04:31
50746;TABACO FLANDRIA Silver;Fracc. x5u $5300 c/u;26500;1;0;90;NULL;NULL;12/12/2025 04:31
50748;TABACO FLANDRIA Virginia;Fracc. x5u $5300 c/u;26500;1;0;93;NULL;NULL;12/12/2025 04:31
50750;TABACO FLANDRIA Original;Fracc. x5u $5300 c/u;26500;1;0;96;NULL;NULL;12/12/2025 04:31
50752;TABACO FLANDRIA Negro;Fracc. x5u $5300 c/u;26500;1;0;99;NULL;NULL;12/12/2025 04:31
50754;VAN HASSEN Original Blend;Fracc. x5u $4900c/u;24500;1;0;102;NULL;NULL;12/12/2025 04:31
50756;VAN HASSEN Nativo;Fracc. x5u $4900c/u;24500;1;0;105;NULL;NULL;12/12/2025 04:31
50758;VAN HASSEN Intense Blend;Fracc. x5u $4900c/u;24500;1;0;108;NULL;NULL;12/12/2025 04:31
50760;VAN HASSEN Middle;Fracc. x5u $4900c/u;24500;1;0;111;NULL;NULL;12/12/2025 04:31
50762;VAN HASSEN Vainilla;Fracc. x5u $4900c/u;24500;1;0;114;NULL;NULL;12/12/2025 04:31
50764;VAN HASSEN Mentol;Fracc. x5u $4900c/u;24500;1;0;117;NULL;NULL;12/12/2025 04:31
50766;VAN HASSEN Menta;Fracc. x5u $4900c/u;24500;1;0;120;NULL;NULL;12/12/2025 04:31
50768;SAYRI x30g Clasico;Fraccion x5u $5090c/u;25450;1;0;123;NULL;NULL;12/12/2025 04:31
50770;SAYRI x30g Claro;Fraccion x5u $5090c/u;25450;1;0;126;NULL;NULL;12/12/2025 04:31
50772;SAIRY 30gr Amasado;5 u $5850c/u;29250;1;0;129;NULL;NULL;12/12/2025 04:31
50774;LAS HOJAS 50grs;Fracc. x10u $3480c/u;34800;1;0;132;NULL;NULL;12/12/2025 04:31
50776;DON JOSE 50grs;Fracc. x10u $3480c/u;34800;1;0;135;NULL;NULL;12/12/2025 04:31
50778;ACHALAY 40grs Natural;Fracc. x10u $3000c/u;30000;1;0;138;NULL;NULL;12/12/2025 04:31
50780;ACHALAY 40grs Vainilla;Fracc. x10u $3330c/u;33300;1;0;141;NULL;NULL;12/12/2025 04:31
50782;ACHALAY 40grs Menta;Fracc. x10u $3330c/u;33300;1;0;144;NULL;NULL;12/12/2025 04:31
50784;CUATRO LEGUAS 50grs;Fracc. x10u $3200c/u;32000;1;0;147;NULL;NULL;12/12/2025 04:31
50786;CUATRO LEGUAS 30grs Vainilla;Fracc. x10u $1800c/u;18000;1;0;150;NULL;NULL;12/12/2025 04:31
50788;CUATRO LEGUAS 30grs Chocolate;Fracc. x10u $1800c/u;18000;1;0;153;NULL;NULL;12/12/2025 04:31
50790;CUATRO LEGUAS 30grs Original;Fracc. x10u $1800c/u;18000;1;0;156;NULL;NULL;12/12/2025 04:31
50792;LAS HOJAS 30grs Natural;Fracc. x5u $4450c/u;22250;1;0;159;NULL;NULL;12/12/2025 04:31
50794;LAS HOJAS 30grs Chocolate;Fracc. x5u $4450c/u;22250;1;0;162;NULL;NULL;12/12/2025 04:31
50796;LAS HOJAS 30grs Uva;Fracc. x5u $4450c/u;22250;1;0;165;NULL;NULL;12/12/2025 04:31
50798;LAS HOJAS 30grs Vainilla;Fracc. x5u $4450c/u;22250;1;0;168;NULL;NULL;12/12/2025 04:31
50800;ARLEQUIN Mentol;Fracc. x5u $5300c/u;23250;1;0;171;NULL;NULL;12/12/2025 04:31
50802;ARLEQUIN Vainilla;Fracc. x5u $5300c/u;23250;1;0;174;NULL;NULL;12/12/2025 04:31
50804;ARLEQUIN Uva;Fracc. x5u $5300c/u;23250;1;0;177;NULL;NULL;12/12/2025 04:31
50806;ARLEQUIN Mango;Fracc. x5u $5300c/u;23250;1;0;180;NULL;NULL;12/12/2025 04:31
50808;ARLEQUIN Chocolate;Fracc. x5u $5300c/u;23250;1;0;183;NULL;NULL;12/12/2025 04:31
50810;PEPE Verde Claro;Fracc. x5u $4490c/u;22450;1;0;186;NULL;NULL;12/12/2025 04:31
50812;PEPE Verde Oscuro;Fracc. x5u $4490c/u;22450;1;0;189;NULL;NULL;12/12/2025 04:31
50814;PEPE Zwaar;Fracc. x5u $4490c/u;22450;1;0;192;NULL;NULL;12/12/2025 04:31
50816;SAINTS 50grs Natural;Fracc.x5u $6250c/u;31250;1;0;195;NULL;NULL;12/12/2025 04:31
50818;SAINTS 50grs Vainilla;Fracc.x5u $6250c/u;31250;1;0;198;NULL;NULL;12/12/2025 04:31
50820;SAINTS 50grs Chocolate;Fracc.x5u $6250c/u;31250;1;0;201;NULL;NULL;12/12/2025 04:31
50822;SAINTS 50grs Virginia;Fracc.x5u $6250c/u;31250;1;0;204;NULL;NULL;12/12/2025 04:31
50824;MORO 30grs Mango;Fracc. x5u $4350c/u;21750;1;0;207;NULL;NULL;12/12/2025 04:31
50826;MORO 30grs Virginia blend;Fracc. x5u $4350c/u;21750;1;0;210;NULL;NULL;12/12/2025 04:31
50828;MORO 30grs Vainilla;Fracc. x5u $4350c/u;21750;1;0;213;NULL;NULL;12/12/2025 04:31
50830;MORO 30grs Dark Blend;Fracc. x5u $4350c/u;21750;1;0;216;NULL;NULL;12/12/2025 04:31
50832;MORO 30grs Red;Fracc. x5u $4350c/u;21750;1;0;219;NULL;NULL;12/12/2025 04:31
50834;LOOK OUT 40grs Classic;Fracc. x5u $5490c/u;27450;1;0;222;NULL;NULL;12/12/2025 04:31
50836;LOOK OUT 40grs American;Fracc. x5u $5490c/u;27450;1;0;225;NULL;NULL;12/12/2025 04:31
50838;LOOK OUT 40grs Vainilla;Fracc. x5u $5490c/u;27450;1;0;228;NULL;NULL;12/12/2025 04:31
50840;LOOK OUT 40grs Negro;Fracc. x5u $5490c/u;27450;1;0;231;NULL;NULL;12/12/2025 04:31
50842;LOOK OUT 40grs Natural;Fracc. x5u $5490c/u;27450;1;0;234;NULL;NULL;12/12/2025 04:31
50844;CERRITO 45grs Original;Fracc. x10u $3800c/u;38000;1;0;237;NULL;NULL;12/12/2025 04:31
50846;CERRITO 45grs Yellow;Fracc. x10u $3800c/u;38000;1;0;240;NULL;NULL;12/12/2025 04:31
50848;CERRITO 45grs Moka;Fracc. x10u $3800c/u;38000;1;0;243;NULL;NULL;12/12/2025 04:31
50850;CERRITO 45grs Chocolate;Fracc. x10u $3800c/u;38000;1;0;246;NULL;NULL;12/12/2025 04:31
50852;CERRITO 45grs Uva;Fracc. x10u $3800c/u;38000;1;0;249;NULL;NULL;12/12/2025 04:31
50854;CERRITO 45grs Negro;Fracc. x10u $3800c/u;38000;1;0;252;NULL;NULL;12/12/2025 04:31
50856;CERRITO 45grs Silver;Fracc. x10u $3800c/u;38000;1;0;255;NULL;NULL;12/12/2025 04:31
50858;CERRITO 45grs Virginia;Fracc. x10u $3800c/u;38000;1;0;258;NULL;NULL;12/12/2025 04:31
50860;STANLEY 30grs American Blend;Fracc. x5u $4680c/u;23400;1;0;261;NULL;NULL;12/12/2025 04:31
50862;STANLEY 30grs Natural;Fracc. x5u $4680c/u;23400;1;0;264;NULL;NULL;12/12/2025 04:31
50864;STANLEY 30grs Citrus;Fracc. x5u $4680c/u;23400;1;0;267;NULL;NULL;12/12/2025 04:31
50866;STANLEY 30grs Mango;Fracc. x5u $4680c/u;23400;1;0;270;NULL;NULL;12/12/2025 04:31
50868;STANLEY 30grs Banana;Fracc. x5u $4680c/u;23400;1;0;273;NULL;NULL;12/12/2025 04:31
50870;STANLEY 30grs Extra Blond;Fracc. x5u $4680c/u;23400;1;0;276;NULL;NULL;12/12/2025 04:31
50872;STANLEY 30grs Vainilla;Fracc. x5u $4680c/u;23400;1;0;279;NULL;NULL;12/12/2025 04:31
50874;STANLEY 30grs Double Vainilla;Fracc. x5u $4680c/u;23400;1;0;282;NULL;NULL;12/12/2025 04:31
50876;STANLEY 30grs Apple;Fracc. x5u $4680c/u;23400;1;0;285;NULL;NULL;12/12/2025 04:31
50878;STANLEY 30grs Orange;Fracc. x5u $4680c/u;23400;1;0;288;NULL;NULL;12/12/2025 04:31
50880;STANLEY 30grs Cherry;Fracc. x5u $4680c/u;23400;1;0;291;NULL;NULL;12/12/2025 04:31
50882;STANLEY 30grs Chocomint;Fracc. x5u $4680c/u;23400;1;0;294;NULL;NULL;12/12/2025 04:31
50884;STANLEY 30grs Cafe;Fracc. x5u $4680c/u;23400;1;0;297;NULL;NULL;12/12/2025 04:31
50886;STANLEY 30grs Natural;Fracc. x5u $4680c/u;23400;1;0;300;NULL;NULL;12/12/2025 04:31
50888;RED FIELD 30grs Premium Natural;Fracc. x5u $4490c/u;22450;1;0;303;NULL;NULL;12/12/2025 04:31
50890;RED FIELD 30grs Vainilla;Fracc. x5u $4490c/u;22450;1;0;306;NULL;NULL;12/12/2025 04:31
50892;RED FIELD 30grs Chocolate;Fracc. x5u $4490c/u;22450;1;0;309;NULL;NULL;12/12/2025 04:31
50894;RED FIELD 30grs Choco Mint;Fracc. x5u $4490c/u;22450;1;0;312;NULL;NULL;12/12/2025 04:31
50896;RED FIELD 30grs American ble;Fracc. x5u $4490c/u;22450;1;0;315;NULL;NULL;12/12/2025 04:31
50898;RED FIELD 30grs Menta;Fracc. x5u $4490c/u;22450;1;0;318;NULL;NULL;12/12/2025 04:31
50900;RED FIELD 30grs Peach;Fracc. x5u $4490c/u;22450;1;0;321;NULL;NULL;12/12/2025 04:31
50902;RED FIELD 30grs Vainilla;Fracc. x5u $4490c/u;22450;1;0;324;NULL;NULL;12/12/2025 04:31
50904;RED FIELD 30grs Virginia;Fracc. x5u $4490c/u;22450;1;0;327;NULL;NULL;12/12/2025 04:31
50906;RED FIELD 30grs Uva;Fracc. x5u $4490c/u;22450;1;0;330;NULL;NULL;12/12/2025 04:31
50908;RED FIELD 30grs Natural;Fracc. x5u $4490c/u;22450;1;0;333;NULL;NULL;12/12/2025 04:31
50910;CHEETAH Vintage;Fracc. x5u $4800c/u;24000;1;0;336;NULL;NULL;12/12/2025 04:31
50912;CHEETAH Kentucky;Fracc. x5u $4800c/u;24000;1;0;339;NULL;NULL;12/12/2025 04:31
50914;CHEETAH Virginia;Fracc. x5u $4800c/u;24000;1;0;342;NULL;NULL;12/12/2025 04:31
50916;TABACO PUEBLO Clasico;Fracc. x5u $8280c/u;41400;1;0;345;NULL;NULL;12/12/2025 04:31
50918;TABACO PUEBLO Celeste;Fracc. x5u $8280c/u;41400;1;0;348;NULL;NULL;12/12/2025 04:31
50920;Manitou Organico;Fracc. X5 $6900c/u;34500;1;0;351;NULL;NULL;12/12/2025 04:31
50922;Manitou Gold;Fracc. X5u $5300c/u;26500;1;0;354;NULL;NULL;12/12/2025 04:31
50924;Manitou Blue;Fracc. X5u $5300c/u;26500;1;0;357;NULL;NULL;12/12/2025 04:31
50926;MAC BAREN CHOICE Mango;Fracc. x 5u $5250c/u;26250;1;0;360;NULL;NULL;12/12/2025 04:31
50928;MAC BAREN CHOICE Guarana;Fracc. x 5u $5250c/u;26250;1;0;363;NULL;NULL;12/12/2025 04:31
50930;MAC BAREN CHOICE Marula;Fracc. x 5u $5250c/u;26250;1;0;366;NULL;NULL;12/12/2025 04:31
50932;MAC BAREN CHOICE Zwaar;Fracc. x 5u $5250c/u;26250;1;0;369;NULL;NULL;12/12/2025 04:31
50934;MAC BAREN CHOICE Apple;Fracc. x 5u $5250c/u;26250;1;0;372;NULL;NULL;12/12/2025 04:31
50936;MAC BAREN CHOICE Doubble Apple;Fracc. x 5u $5250c/u;26250;1;0;375;NULL;NULL;12/12/2025 04:31
50938;MAC BAREN CHOICE Orange y chocolate;Fracc. x 5u $5250c/u;26250;1;0;378;NULL;NULL;12/12/2025 04:31
50940;MAC BAREN CHOICE Menta;Fracc. x 5u $5250c/u;26250;1;0;381;NULL;NULL;12/12/2025 04:31
50942;MAC BAREN CHOICE Double Menta;Fracc. x 5u $5250c/u;26250;1;0;384;NULL;NULL;12/12/2025 04:31
50944;MAC BAREN CHOICE Cherry;Fracc. x 5u $5250c/u;26250;1;0;387;NULL;NULL;12/12/2025 04:31
50946;MAC BAREN CHOICE Double Cherry;Fracc. x 5u $5250c/u;26250;1;0;390;NULL;NULL;12/12/2025 04:31
50948;MAC BAREN CHOICE Anana;Fracc. x 5u $5250c/u;26250;1;0;393;NULL;NULL;12/12/2025 04:31
50950;MAC BAREN CHOICE Uva;Fracc. x 5u $5250c/u;26250;1;0;396;NULL;NULL;12/12/2025 04:31
50952;MAC BAREN CHOICE Dark Chocolate;Fracc. x 5u $5250c/u;26250;1;0;399;NULL;NULL;12/12/2025 04:31
50954;MAC BAREN CHOICE Aromatic;Fracc. x 5u $5250c/u;26250;1;0;402;NULL;NULL;12/12/2025 04:31
50956;MAC BAREN CHOICE Vainilla;Fracc. x 5u $5250c/u;26250;1;0;405;NULL;NULL;12/12/2025 04:31
50958;MAC BAREN CHOICE Doble Vainilla;Fracc. x 5u $5250c/u;26250;1;0;408;NULL;NULL;12/12/2025 04:31
50960;MAC BAREN CHOICE Original;Fracc. x 5u $5250c/u;26250;1;0;411;NULL;NULL;12/12/2025 04:31
50962;MAC BAREN CHOICE Exotic;Fracc. x 5u $5250c/u;26250;1;0;414;NULL;NULL;12/12/2025 04:31
50964;MAC BAREN CHOICE Cafe;Fracc. x 5u $5250c/u;26250;1;0;417;NULL;NULL;12/12/2025 04:31
50966;ARGENTO PARA ARMAR Natural;Fracc.x5 $4490c/u;22450;1;0;420;NULL;NULL;12/12/2025 04:31
50968;ARGENTO PARA ARMAR Negro;Fracc.x5 $4490c/u;22450;1;0;423;NULL;NULL;12/12/2025 04:31
50970;ARGENTO PARA ARMAR Menta;Fracc.x5 $4490c/u;22450;1;0;426;NULL;NULL;12/12/2025 04:31
50972;ARGENTO PARA ARMAR Vainilla;Fracc.x5 $4490c/u;22450;1;0;429;NULL;NULL;12/12/2025 04:31
50974;ARGENTO PARA ARMAR Chocolate;Fracc.x5 $4490c/u;22450;1;0;432;NULL;NULL;12/12/2025 04:31
50976;ARGENTO PARA ARMAR Cherry;Fracc.x5 $4490c/u;22450;1;0;435;NULL;NULL;12/12/2025 04:31
50978;PACHAMAMA;Fracc. x5u $5050c/u;25250;1;0;438;NULL;NULL;12/12/2025 04:31
50980;JBR BY PUEBLO ORGINAL;Fracc. x5u $5930c/u;29650;1;0;441;NULL;NULL;12/12/2025 04:31
50982;JBR BY PUEBLO CHOCOLATE;Fracc. x5u $5930c/u;29650;1;0;444;NULL;NULL;12/12/2025 04:31
